,precipitation,Date
537,0,06/01/2020 14:15
538,0,06/01/2020 14:30
539,0,06/01/2020 14:45
540,0,06/01/2020 15:00
541,0,06/01/2020 15:15
542,0,06/01/2020 15:30
543,0,06/01/2020 15:45
544,0,06/01/2020 16:00
545,0,06/01/2020 16:15
546,0,06/01/2020 16:30
547,0,06/01/2020 16:45
548,0,06/01/2020 17:00
549,0,06/01/2020 17:15
550,0,06/01/2020 17:30
551,0,06/01/2020 17:45
552,0,06/01/2020 18:00
553,0,06/01/2020 18:15
554,0,06/01/2020 18:30
555,0,06/01/2020 18:45
556,0,06/01/2020 19:00
557,0,06/01/2020 19:15
558,0,06/01/2020 19:30
559,0,06/01/2020 19:45
560,0,06/01/2020 20:00
561,0,06/01/2020 20:15
562,0,06/01/2020 20:30
563,0,06/01/2020 20:45
564,0,06/01/2020 21:00
565,0,06/01/2020 21:15
566,0,06/01/2020 21:30
567,0,06/01/2020 21:45
568,0,06/01/2020 22:00
569,0,06/01/2020 22:15
570,0,06/01/2020 22:30
571,0,06/01/2020 22:45
572,0,06/01/2020 23:00
573,0,06/01/2020 23:15
574,0,06/01/2020 23:30
575,0,06/01/2020 23:45
576,0,07/01/2020 00:00
577,0,07/01/2020 00:15
578,0,07/01/2020 00:30
579,0,07/01/2020 00:45
580,0,07/01/2020 01:00
581,0,07/01/2020 01:15
582,0,07/01/2020 01:30
583,0,07/01/2020 01:45
584,0,07/01/2020 02:00
585,0,07/01/2020 02:15
586,0,07/01/2020 02:30
587,0,07/01/2020 02:45
588,0,07/01/2020 03:00
589,0,07/01/2020 03:15
590,0,07/01/2020 03:30
591,0,07/01/2020 03:45
592,0,07/01/2020 04:00
593,0,07/01/2020 04:15
594,0,07/01/2020 04:30
595,0,07/01/2020 04:45
596,0,07/01/2020 05:00
597,0,07/01/2020 05:15
598,0,07/01/2020 05:30
599,0,07/01/2020 05:45
600,0,07/01/2020 06:00
601,0,07/01/2020 06:15
602,0,07/01/2020 06:30
603,0,07/01/2020 06:45
604,0,07/01/2020 07:00
605,0,07/01/2020 07:15
606,0,07/01/2020 07:30
607,0,07/01/2020 07:45
608,0,07/01/2020 08:00
609,0,07/01/2020 08:15
610,0,07/01/2020 08:30
611,0,07/01/2020 08:45
612,0,07/01/2020 09:00
613,0,07/01/2020 09:15
614,0,07/01/2020 09:30
615,0,07/01/2020 09:45
616,0,07/01/2020 10:00
617,0,07/01/2020 10:15
618,0,07/01/2020 10:30
619,0,07/01/2020 10:45
620,0,07/01/2020 11:00
621,0,07/01/2020 11:15
622,0,07/01/2020 11:30
623,0,07/01/2020 11:45
624,0,07/01/2020 12:00
625,0,07/01/2020 12:15
626,0,07/01/2020 12:30
627,0,07/01/2020 12:45
628,0,07/01/2020 13:00
629,0,07/01/2020 13:15
630,0,07/01/2020 13:30
631,0,07/01/2020 13:45
632,0,07/01/2020 14:00
633,0,07/01/2020 14:15
634,0,07/01/2020 14:30
635,0,07/01/2020 14:45
636,0,07/01/2020 15:00
637,0,07/01/2020 15:15
638,0,07/01/2020 15:30
639,0,07/01/2020 15:45
640,0,07/01/2020 16:00
641,0,07/01/2020 16:15
642,0,07/01/2020 16:30
643,0,07/01/2020 16:45
644,0,07/01/2020 17:00
645,0,07/01/2020 17:15
646,0,07/01/2020 17:30
647,0,07/01/2020 17:45
648,0,07/01/2020 18:00
649,0,07/01/2020 18:15
650,0,07/01/2020 18:30
651,0,07/01/2020 18:45
652,0,07/01/2020 19:00
653,0,07/01/2020 19:15
654,0,07/01/2020 19:30
655,0,07/01/2020 19:45
656,0,07/01/2020 20:00
657,0.1,07/01/2020 20:15
658,0.2,07/01/2020 20:30
659,0.3,07/01/2020 20:45
660,0.4,07/01/2020 21:00
661,0.3,07/01/2020 21:15
662,0.2,07/01/2020 21:30
663,0.1,07/01/2020 21:45
664,0,07/01/2020 22:00
665,0,07/01/2020 22:15
666,0,07/01/2020 22:30
667,0,07/01/2020 22:45
668,0,07/01/2020 23:00
669,0,07/01/2020 23:15
670,0,07/01/2020 23:30
671,0,07/01/2020 23:45
672,0,08/01/2020 00:00
673,0,08/01/2020 00:15
674,0,08/01/2020 00:30
675,0,08/01/2020 00:45
676,0,08/01/2020 01:00
677,0,08/01/2020 01:15
678,0,08/01/2020 01:30
679,0,08/01/2020 01:45
680,0,08/01/2020 02:00
681,0,08/01/2020 02:15
682,0,08/01/2020 02:30
683,0,08/01/2020 02:45
684,0,08/01/2020 03:00
685,0,08/01/2020 03:15
686,0,08/01/2020 03:30
687,0,08/01/2020 03:45
688,0,08/01/2020 04:00
689,0,08/01/2020 04:15
690,0,08/01/2020 04:30
691,0,08/01/2020 04:45
692,0,08/01/2020 05:00
693,0,08/01/2020 05:15
694,0,08/01/2020 05:30
695,0,08/01/2020 05:45
696,0,08/01/2020 06:00
697,0,08/01/2020 06:15
698,0,08/01/2020 06:30
699,0,08/01/2020 06:45
700,0,08/01/2020 07:00
701,0,08/01/2020 07:15
702,0,08/01/2020 07:30
703,0,08/01/2020 07:45
704,0,08/01/2020 08:00
705,0,08/01/2020 08:15
706,0,08/01/2020 08:30
707,0,08/01/2020 08:45
708,0,08/01/2020 09:00
709,0.025,08/01/2020 09:15
710,0.05,08/01/2020 09:30
711,0.075,08/01/2020 09:45
712,0.1,08/01/2020 10:00
713,0.125,08/01/2020 10:15
714,0.15,08/01/2020 10:30
715,0.175,08/01/2020 10:45
716,0.2,08/01/2020 11:00
717,0.225,08/01/2020 11:15
718,0.25,08/01/2020 11:30
719,0.275,08/01/2020 11:45
720,0.3,08/01/2020 12:00
721,0.225,08/01/2020 12:15
722,0.15,08/01/2020 12:30
723,0.075,08/01/2020 12:45
724,0,08/01/2020 13:00
725,0.025,08/01/2020 13:15
726,0.05,08/01/2020 13:30
727,0.075,08/01/2020 13:45
728,0.1,08/01/2020 14:00
729,0.125,08/01/2020 14:15
730,0.15,08/01/2020 14:30
731,0.175,08/01/2020 14:45
732,0.2,08/01/2020 15:00
733,0.15,08/01/2020 15:15
734,0.1,08/01/2020 15:30
735,0.05,08/01/2020 15:45
736,0,08/01/2020 16:00
737,0,08/01/2020 16:15
738,0,08/01/2020 16:30
739,0,08/01/2020 16:45
740,0,08/01/2020 17:00
741,0,08/01/2020 17:15
742,0,08/01/2020 17:30
743,0,08/01/2020 17:45
744,0,08/01/2020 18:00
745,0.025,08/01/2020 18:15
746,0.05,08/01/2020 18:30
747,0.075,08/01/2020 18:45
748,0.1,08/01/2020 19:00
749,0.15,08/01/2020 19:15
750,0.2,08/01/2020 19:30
751,0.25,08/01/2020 19:45
752,0.3,08/01/2020 20:00
753,0.3,08/01/2020 20:15
754,0.3,08/01/2020 20:30
755,0.3,08/01/2020 20:45
756,0.3,08/01/2020 21:00
757,0.275,08/01/2020 21:15
758,0.25,08/01/2020 21:30
759,0.225,08/01/2020 21:45
760,0.2,08/01/2020 22:00
761,0.175,08/01/2020 22:15
762,0.15,08/01/2020 22:30
763,0.125,08/01/2020 22:45
764,0.1,08/01/2020 23:00
765,0.075,08/01/2020 23:15
766,0.05,08/01/2020 23:30
767,0.025,08/01/2020 23:45
768,0,09/01/2020 00:00
769,0,09/01/2020 00:15
770,0,09/01/2020 00:30
771,0,09/01/2020 00:45
772,0,09/01/2020 01:00
773,0,09/01/2020 01:15
774,0,09/01/2020 01:30
775,0,09/01/2020 01:45
776,0,09/01/2020 02:00
777,0,09/01/2020 02:15
778,0,09/01/2020 02:30
779,0,09/01/2020 02:45
780,0,09/01/2020 03:00
781,0,09/01/2020 03:15
782,0,09/01/2020 03:30
783,0,09/01/2020 03:45
784,0,09/01/2020 04:00
785,0,09/01/2020 04:15
786,0,09/01/2020 04:30
787,0,09/01/2020 04:45
788,0,09/01/2020 05:00
789,0,09/01/2020 05:15
790,0,09/01/2020 05:30
791,0,09/01/2020 05:45
792,0,09/01/2020 06:00
793,0,09/01/2020 06:15
794,0,09/01/2020 06:30
795,0,09/01/2020 06:45
796,0,09/01/2020 07:00
797,0,09/01/2020 07:15
798,0,09/01/2020 07:30
799,0,09/01/2020 07:45
800,0,09/01/2020 08:00
801,0,09/01/2020 08:15
802,0,09/01/2020 08:30
803,0,09/01/2020 08:45
804,0,09/01/2020 09:00
805,0,09/01/2020 09:15
806,0,09/01/2020 09:30
807,0,09/01/2020 09:45
808,0,09/01/2020 10:00
809,0,09/01/2020 10:15
810,0,09/01/2020 10:30
811,0,09/01/2020 10:45
812,0,09/01/2020 11:00
813,0,09/01/2020 11:15
814,0,09/01/2020 11:30
815,0,09/01/2020 11:45
816,0,09/01/2020 12:00
817,0,09/01/2020 12:15
818,0,09/01/2020 12:30
819,0,09/01/2020 12:45
820,0,09/01/2020 13:00
821,0,09/01/2020 13:15
822,0,09/01/2020 13:30
823,0,09/01/2020 13:45
824,0,09/01/2020 14:00
825,0,09/01/2020 14:15
826,0,09/01/2020 14:30
827,0,09/01/2020 14:45
828,0,09/01/2020 15:00
829,0,09/01/2020 15:15
830,0,09/01/2020 15:30
831,0,09/01/2020 15:45
832,0,09/01/2020 16:00
833,0.05,09/01/2020 16:15
834,0.1,09/01/2020 16:30
835,0.15,09/01/2020 16:45
836,0.2,09/01/2020 17:00
837,0.25,09/01/2020 17:15
838,0.3,09/01/2020 17:30
839,0.35,09/01/2020 17:45
840,0.4,09/01/2020 18:00
841,0.55,09/01/2020 18:15
842,0.7,09/01/2020 18:30
843,0.85,09/01/2020 18:45
844,1,09/01/2020 19:00
845,0.825,09/01/2020 19:15
846,0.65,09/01/2020 19:30
847,0.475,09/01/2020 19:45
848,0.3,09/01/2020 20:00
849,0.225,09/01/2020 20:15
850,0.15,09/01/2020 20:30
851,0.075,09/01/2020 20:45
852,0,09/01/2020 21:00
853,0.05,09/01/2020 21:15
854,0.1,09/01/2020 21:30
855,0.15,09/01/2020 21:45
856,0.2,09/01/2020 22:00
857,0.3,09/01/2020 22:15
858,0.4,09/01/2020 22:30
859,0.5,09/01/2020 22:45
860,0.6,09/01/2020 23:00
861,0.675,09/01/2020 23:15
862,0.75,09/01/2020 23:30
863,0.825,09/01/2020 23:45
864,0.9,10/01/2020 00:00
865,0.8,10/01/2020 00:15
866,0.7,10/01/2020 00:30
867,0.6,10/01/2020 00:45
868,0.5,10/01/2020 01:00
869,0.475,10/01/2020 01:15
870,0.45,10/01/2020 01:30
871,0.425,10/01/2020 01:45
872,0.4,10/01/2020 02:00
873,0.525,10/01/2020 02:15
874,0.65,10/01/2020 02:30
875,0.775,10/01/2020 02:45
876,0.9,10/01/2020 03:00
877,0.725,10/01/2020 03:15
878,0.55,10/01/2020 03:30
879,0.375,10/01/2020 03:45
880,0.2,10/01/2020 04:00
881,0.225,10/01/2020 04:15
882,0.25,10/01/2020 04:30
883,0.275,10/01/2020 04:45
884,0.3,10/01/2020 05:00
885,0.35,10/01/2020 05:15
886,0.4,10/01/2020 05:30
887,0.45,10/01/2020 05:45
888,0.5,10/01/2020 06:00
889,0.375,10/01/2020 06:15
890,0.25,10/01/2020 06:30
891,0.125,10/01/2020 06:45
892,0,10/01/2020 07:00
893,0,10/01/2020 07:15
894,0,10/01/2020 07:30
895,0,10/01/2020 07:45
896,0,10/01/2020 08:00
897,0,10/01/2020 08:15
898,0,10/01/2020 08:30
899,0,10/01/2020 08:45
900,0,10/01/2020 09:00
901,0,10/01/2020 09:15
902,0,10/01/2020 09:30
903,0,10/01/2020 09:45
904,0,10/01/2020 10:00
905,0.05,10/01/2020 10:15
906,0.1,10/01/2020 10:30
907,0.15,10/01/2020 10:45
908,0.2,10/01/2020 11:00
909,0.175,10/01/2020 11:15
910,0.15,10/01/2020 11:30
911,0.125,10/01/2020 11:45
